Created,ID,Applicant,Job title,Stage type,Stage name,Reject reason,Rejected at,Hired at,Referring site
2023-11-11T18:14:57.575Z,72076459,DIANA WILLIAMS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T12:14:14.927Z,,Indeed Direct Apply
2023-11-11T19:27:57.125Z,72079521,GRACE JONES,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-11-13T11:38:24.090Z,,ZipRecruiter United States
2023-11-11T20:37:21.093Z,72082288,ETHAN MOORE,Chairside Dental Assistant - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T11:58:39.582Z,,Indeed Direct Apply
2023-11-11T22:21:17.555Z,72086060,DIANA MILLER,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-11T23:46:32.796Z,72088595,DIANA JONES,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-13T11:51:32.603Z,,Indeed Direct Apply
2023-11-12T01:06:16.360Z,72090239,ETHAN JONES,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,No Show,2023-11-21T17:31:08.678Z,,Indeed Direct Apply
2023-11-12T02:28:18.644Z,72091580,JOHN BROWN,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T12:15:24.608Z,,Indeed Direct Apply
2023-11-12T05:09:46.787Z,72093536,EMMA JONES,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T12:16:04.755Z,,Indeed Direct Apply
2023-11-12T13:00:18.045Z,72105896,JOHN MILLER,Asistente De Silla - Basado en Brooklyn,screening,Pending Response From Candidate,No Show,2023-11-21T17:30:54.151Z,,Indeed Direct Apply
2023-11-12T13:14:37.641Z,72106529,DIANA MILLER,Treatment Coordinator - Foreign Trained Dentist - Queens Based,inbox,Inbox,Not Eligible To Work In The US,2023-11-16T12:15:13.661Z,,
2023-11-12T14:40:21.417Z,72110263,ALICE WILSON,Dental Receptionist with Medical Background - Brooklyn Based,interview,Invite To Screening Interview,No Show,2023-11-18T22:09:32.298Z,,Indeed Direct Apply
2023-11-12T17:15:38.849Z,72117800,EMMA TAYLOR,Asistente De Silla - Basado en Brooklyn,screening,Pending Response From Candidate,No Show,2023-11-24T22:23:47.098Z,,Indeed Direct Apply
2023-11-12T17:50:00.045Z,72119513,CHARLIE SMITH,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-12T21:40:33.030Z,72132434,DIANA TAYLOR,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-13T11:39:17.612Z,,ZipRecruiter United States
2023-11-12T22:11:59.903Z,72133946,DIANA MILLER,Dental Patient Relations Specialist,inbox,Inbox,Not Living In NYC,2023-11-13T11:49:29.675Z,,ZipRecruiter United States
2023-11-12T22:22:19.263Z,72134431,ALICE WILLIAMS,Dental Patient Relations Specialist,screening,Pending Feeback From Field,Not Living In NYC,2023-11-18T22:07:57.143Z,,ZipRecruiter United States
2023-11-13T02:01:04.762Z,72141223,ALICE SMITH,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-13T11:37:33.690Z,,ZipRecruiter United States
2023-11-13T11:28:31.082Z,72176768,CHARLIE JOHNSON,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T12:13:19.047Z,,Indeed Direct Apply
2023-11-13T15:05:32.997Z,72217195,ETHAN WILLIAMS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T17:58:02.940Z,,Indeed Direct Apply
2023-11-13T15:19:20.628Z,72219149,ALICE MOORE,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-13T17:15:02.150Z,72233791,GRACE WILSON,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-13T17:58:45.711Z,,Indeed Direct Apply
2023-11-13T17:31:30.096Z,72235581,EMMA JOHNSON,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-13T20:05:28.344Z,72251000,JANE JONES,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-14T15:00:29.803Z,,Indeed Direct Apply
2023-11-14T00:06:08.068Z,72268574,DIANA DAVIS,Dental Patient Care & Finance Manager - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-14T15:10:39.030Z,,
2023-11-14T05:32:11.564Z,72277185,GRACE MOORE,Dental Receptionist with Medical Background - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-11-16T12:03:50.585Z,,Indeed Direct Apply
2023-11-14T05:36:05.470Z,72277265,ETHAN JONES,Dental Office Manager,screening,Pending Response From Candidate,Salary & Benefits,2023-12-04T17:54:55.205Z,,ZipRecruiter United States
2023-11-14T14:13:02.057Z,72361537,ETHAN MILLER,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-14T15:06:54.537Z,,Indeed Direct Apply
2023-11-14T16:01:19.442Z,72375790,JANE DAVIS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-15T12:48:33.368Z,,Indeed Direct Apply
2023-11-14T16:20:36.090Z,72378327,ETHAN WILSON,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-14T20:12:17.148Z,72401871,DIANA JONES,Treatment Coordinator - Foreign Trained Dentist - Brooklyn Based,screening,Pending Feedback From Field,Not Eligible To Work In The US,2023-11-16T12:24:02.609Z,,ZipRecruiter United States
2023-11-14T20:22:49.739Z,72402790,ETHAN TAYLOR,Dental Patient Care & Finance Manager - Queens Based,interview,Invite To Screening Interview,No Show,2023-12-01T17:35:29.775Z,,Indeed Direct Apply
2023-11-14T21:35:33.422Z,72409013,ETHAN SMITH,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-15T12:49:20.050Z,,Indeed Direct Apply
2023-11-14T22:32:23.674Z,72413386,DIANA MILLER,Dental Office Manager - Bilingual,interview,Invite For Working Interview,Salary & Benefits,2023-12-04T17:55:01.677Z,,ZipRecruiter United States
2023-11-14T22:36:00.341Z,72413602,BOB MILLER,Dental Patient Care & Finance Manager - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-11-16T12:15:29.987Z,,Indeed Direct Apply
2023-11-14T23:25:32.376Z,72416400,DIANA WILLIAMS,Dental Receptionist with Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-15T12:46:57.323Z,,Indeed Direct Apply
2023-11-14T23:59:19.381Z,72417989,JANE WILLIAMS,General Dentist - Saturday's Required,offer,Resume sent to Dr. Weiss,,,,Indeed Direct Apply
2023-11-15T00:41:02.269Z,72419699,DIANA TAYLOR,Chairside Dental Assistant - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-15T12:46:00.452Z,,Indeed Direct Apply
2023-11-15T01:18:43.439Z,72420992,JANE WILLIAMS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-15T12:50:10.910Z,,Indeed Direct Apply
2023-11-15T19:55:20.258Z,72515341,FRANK MILLER,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-18T22:05:34.441Z,,ZipRecruiter United States
2023-11-15T22:17:37.908Z,72526848,BOB JONES,Dental Receptionist with Medical Background - Brooklyn Based,interview,Invite To Screening Interview,No Show,2023-11-24T22:24:26.528Z,,Indeed Direct Apply
2023-11-15T23:57:24.944Z,72532231,ALICE BROWN,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-18T22:06:15.609Z,,ZipRecruiter United States
2023-11-16T02:45:36.824Z,72537107,ETHAN DAVIS,Dental Patient Care & Finance Manager - Queens Based,interview,Invite To Screening Interview,Dr. Weiss Rejected,2023-11-18T22:10:39.182Z,,Indeed Direct Apply
2023-11-16T13:26:38.227Z,72584919,ALICE WILSON,Dental Patient Care & Finance Manager - Brooklyn Based,interview,Invite To Working Interview,Took another job,2023-12-01T23:28:26.096Z,,Indeed Direct Apply
2023-11-18T06:42:12.932Z,72734843,EMMA MOORE,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:48:04.488Z,,Indeed Direct Apply
2023-11-18T10:31:43.645Z,72741859,DIANA JONES,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:47:31.285Z,,Indeed Direct Apply
2023-11-18T10:44:42.451Z,72742419,JANE JONES,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Lacking relevant experience,2023-11-20T12:34:16.238Z,,Indeed Direct Apply
2023-11-18T14:19:37.948Z,72752072,CHARLIE WILLIAMS,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Failed Zoom interview,2023-11-20T12:50:40.805Z,,Indeed Direct Apply
2023-11-18T15:12:26.463Z,72754536,JOHN JOHNSON,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:46:45.545Z,,Indeed Direct Apply
2023-11-18T15:42:21.295Z,72755975,JOHN TAYLOR,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Lacking relevant experience,2023-11-20T12:33:40.325Z,,Indeed Direct Apply
2023-11-18T16:25:10.422Z,72757913,DIANA WILSON,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:46:18.394Z,,Indeed Direct Apply
2023-11-18T18:55:38.532Z,72764908,DIANA JONES,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:50:21.272Z,,Indeed Direct Apply
2023-11-18T23:48:52.299Z,72775615,GRACE WILLIAMS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:41:45.430Z,,Indeed Direct Apply
2023-11-19T04:26:34.136Z,72780106,CHARLIE WILLIAMS,Dental Receptionist With Medical Background - Brooklyn Based,screening,Pending Response From Candidate,Lacking relevant experience,2023-11-21T14:02:35.724Z,,Indeed Direct Apply
2023-11-19T08:04:30.902Z,72783139,CHARLIE DAVIS,Dental Receptionist With Medical Background - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-12-01T17:43:13.552Z,,Indeed Direct Apply
2023-11-19T12:04:45.744Z,72790991,JANE BROWN,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Lacking relevant experience,2023-11-20T12:34:37.594Z,,Indeed Direct Apply
2023-11-19T15:50:35.588Z,72801402,BOB JONES,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:39:34.744Z,,Indeed Direct Apply
2023-11-19T17:38:35.119Z,72807550,FRANK MOORE,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-11-20T12:32:15.291Z,,ZipRecruiter United States
2023-11-19T17:38:44.133Z,72807564,FRANK BROWN,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-20T12:31:01.084Z,,ZipRecruiter United States
2023-11-19T17:49:59.339Z,72808156,CHARLIE TAYLOR,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:38:49.337Z,,Indeed Direct Apply
2023-11-19T18:35:21.822Z,72810681,ALICE WILSON,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:38:01.270Z,,Indeed Direct Apply
2023-11-19T18:40:39.169Z,72810983,FRANK WILLIAMS,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T13:00:54.515Z,,Indeed Direct Apply
2023-11-19T21:45:49.954Z,72821931,FRANK TAYLOR,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:37:17.986Z,,ZipRecruiter United States
2023-11-19T23:13:21.235Z,72826159,JANE MOORE,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:49:37.950Z,,Indeed Direct Apply
2023-11-20T00:46:48.260Z,72829187,GRACE JONES,Chairside Dental Assistant - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-12-01T17:41:19.880Z,,Indeed Direct Apply
2023-11-20T06:50:26.774Z,72836646,BOB MOORE,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:36:43.526Z,,Indeed Direct Apply
2023-11-20T07:26:13.984Z,72838164,JOHN MILLER,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T12:48:50.839Z,,Indeed Direct Apply
2023-11-20T14:10:54.424Z,72885976,BOB DAVIS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T15:41:32.051Z,,Indeed Direct Apply
2023-11-20T14:45:16.278Z,72890684,CHARLIE JOHNSON,Chairside Dental Assistant - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-12-07T13:53:52.073Z,,Indeed Direct Apply
2023-11-20T15:05:26.677Z,72893956,JANE WILSON,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T15:44:05.865Z,,Indeed Direct Apply
2023-11-20T15:12:45.832Z,72894969,EMMA SMITH,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T15:42:42.723Z,,Indeed Direct Apply
2023-11-20T17:32:23.762Z,72911581,CHARLIE WILLIAMS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-20T18:40:24.532Z,,Indeed Direct Apply
2023-11-20T17:34:15.075Z,72911810,JOHN MOORE,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-20T18:39:03.049Z,,ZipRecruiter United States
2023-11-20T17:38:10.592Z,72912240,ALICE BROWN,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-20T18:40:42.956Z,,Indeed Direct Apply
2023-11-20T23:00:56.932Z,72939270,ALICE MOORE,Dental Receptionist With Medical Background - Brooklyn Based,screening,Pending Response From Candidate,Lacking relevant experience,2023-11-24T23:11:14.477Z,,Indeed Direct Apply
2023-11-20T23:35:41.536Z,72940978,BOB JONES,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-21T14:03:44.182Z,,Indeed Direct Apply
2023-11-21T01:16:41.685Z,72944586,EMMA SMITH,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-11-21T14:01:42.999Z,,ZipRecruiter United States
2023-11-21T14:16:01.179Z,73001569,EMMA DAVIS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-21T14:21:48.581Z,,Indeed Direct Apply
2023-11-21T16:11:51.189Z,73017991,CHARLIE DAVIS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-21T17:23:24.651Z,,ZipRecruiter United States
2023-11-21T16:48:43.794Z,73022281,FRANK MILLER,Pediatric Dental Assistant,inbox,Inbox,Lacking relevant experience,2023-11-21T17:24:20.350Z,,ZipRecruiter United States
2023-11-21T18:14:13.720Z,73030543,GRACE WILLIAMS,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-24T22:50:39.714Z,,Indeed Direct Apply
2023-11-21T19:25:01.353Z,73036736,ETHAN MOORE,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-21T23:52:19.105Z,,ZipRecruiter United States
2023-11-21T21:05:07.444Z,73045492,CHARLIE MOORE,Dental Patient Relations Specialist,inbox,Inbox,Lacking relevant experience,2023-11-24T22:34:59.747Z,,ZipRecruiter United States
2023-11-21T23:30:19.776Z,73054651,JOHN JOHNSON,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-11-24T22:04:32.698Z,,ZipRecruiter United States
2023-11-22T03:56:29.105Z,73062085,FRANK JOHNSON,Dental Receptionist with medical background - Queens Based,screening,Pending Response From Candidate,Lacking relevant experience,2023-11-24T23:12:35.283Z,,Indeed Direct Apply
2023-11-22T06:03:49.789Z,73065236,JOHN JOHNSON,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-22T19:15:00.017Z,,ZipRecruiter United States
2023-11-22T06:39:08.149Z,73066587,GRACE DAVIS,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-24T22:08:14.262Z,,ZipRecruiter United States
2023-11-22T06:55:43.747Z,73067292,BOB WILLIAMS,Dental Receptionist With Medical Background - Brooklyn Based,screening,Pending Response From Candidate,No Show,2023-12-07T13:54:51.752Z,,Indeed Direct Apply
2023-11-22T09:52:02.510Z,73082104,BOB SMITH,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-22T19:20:48.752Z,,Indeed Direct Apply
2023-11-22T13:52:56.143Z,73112481,JOHN MOORE,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-24T22:10:40.929Z,,Indeed Direct Apply
2023-11-22T17:24:24.828Z,73138925,DIANA TAYLOR,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-22T19:17:37.529Z,,ZipRecruiter United States
2023-11-22T18:36:29.924Z,73145965,JANE DAVIS,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-22T19:21:50.807Z,,ZipRecruiter United States
2023-11-23T03:39:51.638Z,73174060,CHARLIE JOHNSON,Chairside Dental Assistant - Brooklyn Based,screening,Pending Response From Candidate,No Show,2023-12-07T13:54:07.683Z,,Indeed Direct Apply
2023-11-24T05:51:49.746Z,73285264,GRACE JOHNSON,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-24T22:09:55.644Z,,Indeed Direct Apply
2023-11-24T16:27:21.111Z,73336134,ETHAN JOHNSON,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,Never Responded,2023-12-13T19:05:46.201Z,,Indeed Direct Apply
2023-11-24T16:34:11.442Z,73336692,CHARLIE WILSON,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-11-24T22:00:20.661Z,,ZipRecruiter United States
2023-11-24T21:49:25.405Z,73353967,BOB JONES,Dental Receptionist With Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-24T22:07:21.274Z,,Indeed Direct Apply
2023-11-24T22:15:12.969Z,73355079,ALICE TAYLOR,Dental Receptionist with medical background - Queens Based,inbox,Inbox,Schedule Conflict,2023-11-24T23:11:53.604Z,,Indeed Direct Apply
2023-11-24T23:22:36.544Z,73357531,EMMA SMITH,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Failed Zoom interview,2023-11-27T15:04:46.913Z,,New_job
2023-11-24T23:32:08.412Z,73357851,CHARLIE SMITH,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Not Eligible To Work In The US,2023-11-27T13:06:58.100Z,,Indeed Direct Apply
2023-11-25T14:32:14.631Z,73381956,GRACE MILLER,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:48:02.093Z,,ZipRecruiter United States
2023-11-25T17:31:48.201Z,73389997,GRACE BROWN,Dental Receptionist With Medical Experience Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:56:50.086Z,,Indeed Direct Apply
2023-11-25T17:38:57.829Z,73390302,JANE MILLER,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:44:34.664Z,,Indeed Direct Apply
2023-11-25T17:44:11.838Z,73390546,ALICE JOHNSON,Dental Receptionist With Medical Experience Background - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-12-01T17:55:54.755Z,,Indeed Direct Apply
2023-11-25T17:49:58.486Z,73390776,JOHN WILSON,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-11-27T14:40:04.130Z,,Indeed Direct Apply
2023-11-25T17:53:01.226Z,73390910,BOB TAYLOR,Dental Receptionist With Medical Experience Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:54:04.173Z,,Indeed Direct Apply
2023-11-25T18:02:19.114Z,73391272,BOB TAYLOR,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-27T14:54:42.163Z,,Indeed Direct Apply
2023-11-25T18:04:32.987Z,73391364,JANE JONES,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Lacking relevant experience,2023-11-27T14:54:51.236Z,,Indeed Direct Apply
2023-11-25T18:52:16.364Z,73393332,GRACE SMITH,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-27T14:52:19.591Z,,Indeed Direct Apply
2023-11-25T19:08:37.471Z,73393992,FRANK WILLIAMS,Pediatric Dental Assistant,inbox,Inbox,Failed Zoom interview,2023-11-27T16:04:22.921Z,,Indeed Direct Apply
2023-11-25T19:58:23.234Z,73395974,CHARLIE WILLIAMS,Dental Patient Care & Finance Manager - Queens Based,inbox,Inbox,Never Responded,2023-11-27T16:00:22.992Z,,Indeed Direct Apply
2023-11-25T21:20:29.850Z,73399168,JANE MILLER,Pediatric Dental Assistant,screening,Pending Response From Candidate,Failed Zoom interview,2023-11-30T15:20:57.044Z,,Indeed Direct Apply
2023-11-25T21:37:01.465Z,73399761,GRACE WILLIAMS,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-27T14:53:58.790Z,,Indeed Direct Apply
2023-11-25T22:22:34.638Z,73401295,ETHAN BROWN,Pediatric Dental Assistant,inbox,Inbox,Lacking relevant experience,2023-11-27T16:03:09.169Z,,Indeed Direct Apply
2023-11-25T22:25:47.341Z,73401403,JANE WILSON,Dental Receptionist with Medical Experience Background - Brooklyn Based,screening,Pending Response From Candidate,Lacking relevant experience,2023-12-01T13:57:40.730Z,,Indeed Direct Apply
2023-11-25T23:06:30.193Z,73402666,DIANA DAVIS,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-27T14:50:54.502Z,,Indeed Direct Apply
2023-11-25T23:07:43.366Z,73402702,DIANA BROWN,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Failed Zoom interview,2023-11-27T14:55:09.622Z,,Indeed Direct Apply
2023-11-25T23:55:31.942Z,73403950,CHARLIE MILLER,Dental Office Manager - Bilingual,inbox,Inbox,Not Living In NYC,2023-11-27T14:49:57.434Z,,Indeed Direct Apply
2023-11-26T00:13:27.908Z,73404355,ALICE JONES,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:39:52.521Z,,Indeed Direct Apply
2023-11-26T04:23:19.184Z,73408030,ALICE JONES,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:38:22.021Z,,ZipRecruiter United States
2023-11-26T07:23:14.743Z,73410302,CHARLIE TAYLOR,Pediatric Dental Assistant,inbox,Inbox,Lacking relevant experience,2023-11-27T16:02:02.045Z,,Indeed Direct Apply
2023-11-26T07:26:27.402Z,73410356,ETHAN BROWN,Chairside Dental Assistant - Queens Based,inbox,Inbox,Failed Zoom interview,2023-11-27T14:59:08.443Z,,Indeed Direct Apply
2023-11-26T09:31:31.319Z,73413433,ALICE MILLER,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:35:09.554Z,,Indeed Direct Apply
2023-11-26T12:33:35.220Z,73420334,ETHAN WILLIAMS,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:34:16.802Z,,Indeed Direct Apply
2023-11-26T13:25:46.033Z,73422641,EMMA MOORE,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-27T14:49:04.543Z,,Indeed Direct Apply
2023-11-26T14:31:16.575Z,73425568,ETHAN JOHNSON,Dental Receptionist With Medical Experience Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:53:05.805Z,,ZipRecruiter United States
2023-11-26T14:31:24.524Z,73425576,JANE SMITH,Dental Patient Care & Finance Manager - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:59:47.846Z,,Indeed Direct Apply
2023-11-26T15:52:42.498Z,73429689,ALICE JOHNSON,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:33:32.336Z,,Indeed Direct Apply
2023-11-26T17:05:05.477Z,73433819,ETHAN SMITH,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:30:21.712Z,,Indeed Direct Apply
2023-11-26T17:32:16.347Z,73435418,EMMA JONES,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-11-27T14:53:17.113Z,,Indeed Direct Apply
2023-11-26T17:57:26.498Z,73436896,BOB JOHNSON,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:25:42.124Z,,Indeed Direct Apply
2023-11-26T19:14:00.015Z,73441228,JANE MOORE,Dental Receptionist With Medical Experience Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:52:18.292Z,,Indeed Direct Apply
2023-11-26T19:21:32.230Z,73441656,FRANK MILLER,Chairside Dental Assistant - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:00:50.463Z,,Indeed Direct Apply
2023-11-26T19:22:59.673Z,73441741,GRACE WILSON,Dental Receptionist With Medical Experience Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:50:02.006Z,,ZipRecruiter United States
2023-11-26T20:08:16.964Z,73444485,FRANK WILLIAMS,Dental Office Manager,interview,Invite To Working InterviewÂ ,,,,Indeed Direct Apply
2023-11-26T20:12:59.353Z,73444782,CHARLIE BROWN,Dental Office Manager - Bilingual,screening,Pending Response For Candidate,Never Responded,2023-12-05T13:26:49.576Z,,Indeed Direct Apply
2023-11-26T21:56:50.040Z,73450714,CHARLIE JONES,Dental Patient Care & Finance Manager - Queens Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:58:42.936Z,,Indeed Direct Apply
2023-11-26T23:41:01.374Z,73455364,JOHN MOORE,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-27T14:48:07.644Z,,Indeed Direct Apply
2023-11-27T01:32:33.248Z,73458445,GRACE TAYLOR,Pediatric Dental Assistant,screening,Pending Response From Candidate,Never Responded,2023-12-12T19:59:06.935Z,,Indeed Direct Apply
2023-11-27T01:36:28.893Z,73458518,EMMA WILSON,Dental Office Manager,screening,Pending Response From Candidate,Never Responded,2023-12-05T13:26:44.909Z,,Indeed Direct Apply
2023-11-27T02:20:10.819Z,73459446,ALICE SMITH,Dental Receptionist with Medical Experience Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-11-27T15:22:48.078Z,,Indeed Direct Apply
2023-11-27T02:43:31.734Z,73459906,GRACE DAVIS,Dental Office Manager - Bilingual,screening,Pending Response For Candidate,No Show,2023-12-07T14:04:08.108Z,,Indeed Direct Apply
2023-11-27T03:17:13.797Z,73460482,CHARLIE BROWN,Dental Office Manager - Bilingual,inbox,Inbox,Lacking relevant experience,2023-11-27T14:45:53.703Z,,Indeed Direct Apply
